Account ID,Account Name,Account Owned By,Account Type,Address,Billing City,Billing Region,Billing State,Close Date,Closed,Created Date,Current Quarter?,Days Left before EOQ,Hide Dates,Industry,Opportunity ID,Opportunity Name,Opportunity Type,Opportunity Type Filter,Product Name,Product Name Filter,Stage,Today,Won,Zip Code,Amount,Customer Count,Discount Granted,Latitude,Longitude,Number of Records,Opportunity Quantity,Sales,Software Sold,Transactions,Unit Price,Weekly Sales,Account Owned By,Close Date,Opportunity Type,Product Name,Today,Current Quarter Quota,Number of Records,Quota
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,4/30/2013,TRUE,4/23/2013,Other Quarters,31,TRUE,Transportation,006i0000001vuMlAAI,Ac Turpis Egestas Limited vuMlAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,83301,19800,1,1.00%,42.55571,-114.472287,1,25,$20K,25,1,800,"$19,800.00 ",Kevin Gibson,3/30/2015,Software,MOL Mobile,5/30/2015,$0.0M,1,147248.64
001i0000008rG3HAAU,Magna Tellus Faucibus Ltd,Keyur Cruz,Gold,"120 W Washington St Ste 1, Ann Arbor, MI 48104-1356",Ann Arbor,Midwest,Michigan,5/1/2013,TRUE,4/24/2013,Other Quarters,31,TRUE,Technology,006i0000001vuMzAAI,Magna Tellus Faucibus Ltd vuMzAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,48104,4464,1,7.00%,42.280762,-83.749593,1,6,$0K,6,0,800,$0.00 ,Keyur Cruz,3/30/2015,Software,MOL Mobile,5/30/2015,$0.0M,1,1176.48
001i0000008rFtRAAU,Ac Turpis Egestas Limited,Jennifer Gonzales,Gold,"157 2nd Ave, Twin Falls, ID 83301",Twin Falls,West,Idaho,5/2/2013,TRUE,5/1/2013,Other Quarters,31,TRUE,Transportation,006i0000001vuNpAAI,Ac Turpis Egestas Limited vuNpAAI  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,83301,1069.2,1,19.00%,42.55571,-114.472287,1,11,$1K,0,1,120,"$1,069.20 ",Tara Wang,3/30/2015,Software,MOL Mobile,5/30/2015,$0.0M,1,10331.1
001i0000008rDvFAAU,Sociis LLP,Jason Washington,Gold,"444 W Broad St Ste I, Falls Church, VA 22046-3362",Falls Church,Southeast,Virginia,5/3/2013,TRUE,4/27/2013,Other Quarters,31,TRUE,Healthcare,006i0000001vuNDAAY,Sociis LLP vuNDAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,22046,1827,1,13.00%,38.886318,-77.176935,1,3,$2K,0,1,700,"$1,827.00 ",Dennis Watson,3/30/2015,Software,MOL Premium,5/30/2015,$0.0M,1,155597.76
001i0000008rFznAAE,Tellus Eu Augue Incorporated,Kevin Gibson,Gold,"34 N Cherry Ln, York, PA 17401-5306",York,Northeast,Pennsylvania,5/3/2013,TRUE,5/1/2013,Other Quarters,31,TRUE,Financial Services,006i0000001vuNnAAI,Tellus Eu Augue Incorporated vuNnAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,17401,27520,1,14.00%,39.962904,-76.729335,1,40,$28K,40,1,800,"$27,520.00 ",Elissa Sanders,3/30/2015,Software,MOL Premium,5/30/2015,$0.0M,1,16548.48
001i0000008rG0IAAU,Consectetuer Euismod Incorporated,Joe Ford,Cloud,"505 W Jones St, Raleigh, NC 27603-1428",Raleigh,Southeast,North Carolina,5/4/2013,TRUE,4/27/2013,Other Quarters,31,TRUE,Healthcare,006i0000001vuNBAAY,Consectetuer Euismod Incorporated vuNBAAY  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,27603,1734,1,15.00%,35.782584,-78.646386,1,17,$2K,0,1,120,"$1,734.00 ",Eric Barnes,3/30/2015,Software,MOL Premium,5/30/2015,$0.0M,1,63808.8
001i0000008rCVtAAM,Luctus Felis Purus Foundation,Maria Porter,Gold,"8308 Main St, Ellicott City, MD 21043-4601",Ellicott City,Northeast,Maryland,5/4/2013,TRUE,5/3/2013,Other Quarters,31,TRUE,Healthcare,006i0000001vuOCAAY,Luctus Felis Purus Foundation vuOCAAY  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,21043,2244,1,15.00%,39.26818,-76.799582,1,22,$2K,0,1,120,"$2,244.00 ",Jennifer Gonzales,3/30/2015,Software,MOL Premium,5/30/2015,$0.0M,1,5536.32
001i0000008rG74AAE,Neque In Consulting,Joe Ford,Gold,"108 S Jefferson Ave, West Jefferson, NC 28694-9524",West Jefferson,Southeast,North Carolina,5/4/2013,TRUE,4/28/2013,Other Quarters,31,TRUE,Healthcare,006i0000001vuNLAAY,Neque In Consulting vuNLAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,28694,6400,1,20.00%,36.400784,-81.492077,1,10,$6K,10,1,800,"$6,400.00 ",Julie Owens,3/30/2015,Software,MOL Premium,5/30/2015,$0.0M,1,12655.44
001i0000008rFr2AAE,Vestibulum Nec Institute,Keyur Cruz,Gold,"1 Ionia Ave SW, Grand Rapids, MI 49503-4194",Grand Rapids,Midwest,Michigan,5/5/2013,TRUE,5/7/2013,Other Quarters,31,TRUE,Manufacturing,006i0000001vuOqAAI,Vestibulum Nec Institute vuOqAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,49503,9954,1,21.00%,42.963044,-85.670647,1,18,$0K,0,0,700,$0.00 ,Kevin Gibson,3/30/2015,Software,MOL Premium,5/30/2015,$0.0M,1,96577.92
001i0000008rE7QAAU,Nulla Magna Malesuada Limited,Keyur Cruz,Gold,"527 Leonard St NW, Grand Rapids, MI 49504-4278",Grand Rapids,Midwest,Michigan,5/5/2013,TRUE,5/7/2013,Other Quarters,31,TRUE,Telecommunication,006i0000001vuOtAAI,Nulla Magna Malesuada Limited vuOtAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,49504,616,1,12.00%,42.985241,-85.68107,1,1,$0K,0,0,700,$0.00 ,Keyur Cruz,3/30/2015,Software,MOL Premium,5/30/2015,$0.0M,1,53436.72
001i0000008rFvYAAU,Ut LLC,Jason Washington,Gold,"4187 Plank Rd, Fredericksburg, VA 22407-4896",Fredericksburg,Southeast,Virginia,5/5/2013,TRUE,5/5/2013,Other Quarters,31,TRUE,Financial Services,006i0000001vuOOAAY,Ut LLC vuOOAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,22407,9464,1,9.00%,38.290232,-77.535923,1,13,$9K,13,1,800,"$9,464.00 ",David Ward,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,4546.56
001i0000008rFrkAAE,Molestie Sodales Mauris Industries,Keyur Cruz,Gold,"1551 Lake Dr SE, Grand Rapids, MI 49506-2705",Grand Rapids,Midwest,Michigan,5/6/2013,TRUE,5/8/2013,Other Quarters,31,TRUE,Packaged Goods,006i0000001vuOvAAI,Molestie Sodales Mauris Industries vuOvAAI  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,49506,772.8,1,8.00%,42.955124,-85.630689,1,7,$0K,0,0,120,$0.00 ,Deepak Ramirez,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,30477.6
001i0000008rCVeAAM,Tristique Ac Corp.,Jason Washington,Gold,"202B Harrison St SE, Leesburg, VA 20175-3701",Leesburg,Southeast,Virginia,5/6/2013,TRUE,5/1/2013,Other Quarters,31,TRUE,Manufacturing,006i0000001vuNxAAI,Tristique Ac Corp. vuNxAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,20175,2304,1,28.00%,39.11258,-77.562465,1,4,$0K,4,0,800,$0.00 ,Dennis Watson,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,80589.6
001i0000008rFn9AAE,Vehicula Pellentesque Ltd,Maria Porter,Gold,"16054 S Dupont Hwy, Harrington, DE 19952-3121",Harrington,Northeast,Delaware,5/6/2013,TRUE,4/29/2013,Other Quarters,31,TRUE,Services,006i0000001vuNUAAY,Vehicula Pellentesque Ltd vuNUAAY  MOL Standard Software,Maintenance,0,MOL Premium,0,Closed Won,5/30/2015,TRUE,19952,2449.5,1,29.00%,38.940135,-75.566892,1,23,$2K,0,1,150,"$2,449.50 ",Elissa Sanders,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,163300
001i0000008rDeZAAU,Malesuada Fames Ac LLP,Keyur Cruz,Gold,"3113 Plaza Dr NE, Grand Rapids, MI 49525-2901",Grand Rapids,Midwest,Michigan,5/7/2013,TRUE,5/6/2013,Other Quarters,31,TRUE,Technology,006i0000001vuOYAAY,Malesuada Fames Ac LLP vuOYAAY  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49525,384,1,20.00%,43.017919,-85.63082,1,4,$0K,0,1,120,$384.00 ,Eric Barnes,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,442835.12
001i0000008rDeZAAU,Malesuada Fames Ac LLP,Keyur Cruz,Gold,"3113 Plaza Dr NE, Grand Rapids, MI 49525-2901",Grand Rapids,Midwest,Michigan,5/7/2013,TRUE,3/5/2013,Other Quarters,31,TRUE,Technology,006i0000001vuDJAAY,Malesuada Fames Ac LLP vuDJAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49525,12784,1,6.00%,43.017919,-85.63082,1,17,$13K,17,1,800,"$12,784.00 ",Fred Jenkins,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,221219.84
001i0000008rGAdAAM,Blandit At PC,Jamie Data,Gold,"28 Levesque Dr Ste 4 C/O Eliot Commons, Eliot, ME 03903-2073",Eliot,Northeast,Maine,5/10/2013,TRUE,5/7/2013,Other Quarters,31,TRUE,Transportation,006i0000001vuOdAAI,Blandit At PC vuOdAAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,3903,28812,1,2.00%,43.110758,-70.789278,1,42,$29K,0,1,700,"$28,812.00 ",Greg Long,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,30891.04
001i0000008rCX8AAM,Ante Vivamus Corp.,Keyur Cruz,Gold,"121 Bridge St, Bellaire, MI 49615-1230",Bellaire,Midwest,Michigan,5/10/2013,TRUE,5/12/2013,Other Quarters,31,TRUE,Technology,006i0000001vuPRAAY,Ante Vivamus Corp. vuPRAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49615,6336,1,12.00%,44.976252,-85.210421,1,9,$6K,9,1,800,"$6,336.00 ",Greg Powell,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,87679.2
001i0000008rFgJAAU,Foo Bars,Elissa Sanders,Gold,"725 Manitou Ave Ste 3, Manitou Springs, CO 80829",Manitou Springs,West,Colorado,5/11/2013,TRUE,5/8/2013,Other Quarters,31,TRUE,Services,006i0000001vuOuAAI,Foo Bars vuOuAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,80829,10400,1,0.00%,38.857144,-104.915668,1,13,$10K,13,1,800,"$10,400.00 ",Jamie Data,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,156459.44
001i0000008rFn0AAE,Magna Nec Quam LLC,Greg Powell,Gold,"222 West St Ste 46, Keene, NH 03431-2459",Keene,Northeast,New Hampshire,5/12/2013,TRUE,5/4/2013,Other Quarters,31,TRUE,Financial Services,006i0000001vuOGAAY,Magna Nec Quam LLC vuOGAAY  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,3431,1754.4,1,14.00%,42.932228,-72.287,1,17,$2K,0,1,120,"$1,754.40 ",Jason Stoltz,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,20512
001i0000008rFojAAE,IWS Technology,Jason Stoltz,Gold,"101 Oakwood Loop, San Marcos, TX 78666",San Marcos,Southwest,Texas,5/12/2013,TRUE,5/4/2013,Other Quarters,31,TRUE,Retail,006i0000001vuOEAAY,IWS Technology vuOEAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,78666,14200,1,29.00%,29.930892,-98.071675,1,25,$14K,25,1,800,"$14,200.00 ",Jason Washington,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,40470.8
001i0000008rEGHAA2,Vulputate Associates,Keyur Cruz,Gold,"303 Main St, Frankfort, MI 49635-9047",Frankfort,Midwest,Michigan,5/13/2013,TRUE,5/15/2013,Other Quarters,31,TRUE,Telecommunication,006i0000001vuQ4AAI,Vulputate Associates vuQ4AAI  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49635,175.2,1,27.00%,44.632573,-86.241375,1,2,$0K,0,1,120,$175.20 ,Jennifer Gonzales,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,219464.64
001i0000008rDpLAAU,Fusce Aliquet Company,Keyur Cruz,Gold,"221 Garland St Ste A, Traverse City, MI 49684-2271",Traverse City,Midwest,Michigan,5/13/2013,TRUE,5/15/2013,Other Quarters,31,TRUE,Telecommunication,006i0000001vuQ2AAI,Fusce Aliquet Company vuQ2AAI  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49684,3285.6,1,26.00%,44.765361,-85.624934,1,37,$3K,0,1,120,"$3,285.60 ",Jesse Alexander,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,214367.36
001i0000008rEGHAA2,Vulputate Associates,Keyur Cruz,Gold,"303 Main St, Frankfort, MI 49635-9047",Frankfort,Midwest,Michigan,5/13/2013,TRUE,5/15/2013,Other Quarters,31,TRUE,Telecommunication,006i0000001vuQ3AAI,Vulputate Associates vuQ3AAI  MOL Standard Services,Services,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49635,281897,1,23.00%,44.632573,-86.241375,1,523,$282K,0,1,700,"$281,897.00 ",Joe Ford,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,97495.12
001i0000008rFtzAAE,Elit Curabitur PC,Maria Porter,Gold,"4435 Coastal Hwy, Ocean City, MD 21842-3243",Ocean City,Northeast,Maryland,5/13/2013,TRUE,5/8/2013,Other Quarters,31,TRUE,Entertainment,006i0000001vuOwAAI,Elit Curabitur PC vuOwAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,21842,3960,1,1.00%,38.370734,-75.070696,1,5,$4K,5,1,800,"$3,960.00 ",Julie Owens,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,109311.68
001i0000008rFvuAAE,Consequat Foundation,Dennis Watson,Gold,"7668 Wooster Pike, Cincinnati, OH 45227-3926",Cincinnati,Midwest,Ohio,5/14/2013,TRUE,5/14/2013,Other Quarters,31,TRUE,Automotives,006i0000001vuPfAAI,Consequat Foundation vuPfAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,45227,568,1,29.00%,39.139438,-84.353848,1,1,$0K,1,0,800,$0.00 ,Kevin Gibson,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,85060.88
001i0000008rG3HAAU,Magna Tellus Faucibus Ltd,Keyur Cruz,Gold,"120 W Washington St Ste 1, Ann Arbor, MI 48104-1356",Ann Arbor,Midwest,Michigan,5/14/2013,TRUE,5/13/2013,Other Quarters,31,TRUE,Technology,006i0000001vuPcAAI,Magna Tellus Faucibus Ltd vuPcAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,48104,720,1,10.00%,42.280762,-83.749593,1,1,$0K,1,0,800,$0.00 ,Keyur Cruz,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,23587.2
001i0000008rDxMAAU,Id Foundation,Eric Barnes,Gold,"1174 SW Highway 99W, Dundee, OR 97115",Dundee,West,Oregon,5/14/2013,TRUE,5/11/2013,Other Quarters,31,TRUE,Financial Services,006i0000001vuP8AAI,Id Foundation vuP8AAI  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,97115,316.8,1,12.00%,45.274215,-123.01471,1,3,$0K,0,1,120,$316.80 ,Tara Wang,3/30/2015,Software,MOL Standard,5/30/2015,$0.0M,1,5012.8
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,5/14/2013,TRUE,5/6/2013,Other Quarters,31,TRUE,Publishing,006i0000001vuOXAAY,Sapien Limited vuOXAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46060,4760,1,15.00%,40.045333,-86.015492,1,7,$5K,7,1,800,"$4,760.00 ",Elissa Sanders,6/30/2015,Maintenance,MOL Mobile,5/30/2015,$0.0M,1,1469.34
001i0000008rFhdAAE,Rutrum Justo Praesent Consulting,Julie Owens,Gold,"237 Union St, Schenectady, NY 12305-1405",Schenectady,Northeast,New York,5/14/2013,TRUE,5/12/2013,Other Quarters,31,TRUE,Business Services,006i0000001vuPIAAY,Rutrum Justo Praesent Consulting vuPIAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,12305,17480,1,5.00%,42.816577,-73.943131,1,23,$17K,23,1,800,"$17,480.00 ",Eric Barnes,6/30/2015,Maintenance,MOL Mobile,5/30/2015,$0.0M,1,725.2
001i0000008rGBvAAM,Sed Nec Metus Company,Keyur Cruz,Gold,"400 W Front St, Traverse City, MI 49684-2800",Traverse City,Midwest,Michigan,5/15/2013,TRUE,5/17/2013,Other Quarters,31,TRUE,Technology,006i0000001vuQ6AAI,Sed Nec Metus Company vuQ6AAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,49684,1408,1,12.00%,44.764315,-85.628529,1,2,$0K,2,0,800,$0.00 ,Fred Jenkins,6/30/2015,Maintenance,MOL Mobile,5/30/2015,$0.0M,1,3931.56
001i0000008rG10AAE,Aliquam Gravida Mauris Foundation,Jason Washington,Gold,"200 Mosbys Run, Roseland, VA 22967-8551",Roseland,Southeast,Virginia,5/15/2013,TRUE,5/7/2013,Other Quarters,31,TRUE,Healthcare,006i0000001vuOoAAI,Aliquam Gravida Mauris Foundation vuOoAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,22967,10864,1,3.00%,37.870497,-78.918887,1,14,$11K,14,1,800,"$10,864.00 ",Jason Washington,6/30/2015,Maintenance,MOL Mobile,5/30/2015,$0.0M,1,7132.8
001i0000008rG5TAAU,Eget Ipsum Donec Inc.,Keyur Cruz,Gold,"161 E Front St, Traverse City, MI 49684-5779",Traverse City,Midwest,Michigan,5/16/2013,TRUE,5/18/2013,Other Quarters,31,TRUE,Manufacturing,006i0000001vuQNAAY,Eget Ipsum Donec Inc. vuQNAAY  MOL Standard Services,Services,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49684,2240,1,20.00%,44.764299,-85.621241,1,4,$2K,0,1,700,"$2,240.00 ",Jennifer Gonzales,6/30/2015,Maintenance,MOL Mobile,5/30/2015,$0.0M,1,108.99
001i0000008rFuqAAE,Sample Company,Julie Owens,Gold,"411 Route 3, Plattsburgh, NY 12901",Plattsburgh,Northeast,New York,5/18/2013,TRUE,5/11/2013,Other Quarters,31,TRUE,Business Services,006i0000001vuP4AAI,Sample Company vuP4AAI  MOL Standard Software,Services,0,MOL Mobile,0,Closed Won,5/30/2015,TRUE,12901,4644,1,14.00%,44.695876,-73.488517,1,9,$5K,0,1,600,"$4,644.00 ",Jesse Alexander,6/30/2015,Maintenance,MOL Mobile,5/30/2015,$0.0M,1,251.09
001i0000008rDtkAAE,Hymenaeos Company,Keyur Cruz,Gold,"2552 S I 75 Business Loop, Grayling, MI 49738-2010",Grayling,Midwest,Michigan,5/18/2013,TRUE,5/20/2013,Other Quarters,31,TRUE,Entertainment,006i0000001vuQlAAI,Hymenaeos Company vuQlAAI  MOL Mobile Software,Software,0,MOL Mobile,0,Closed Won,5/30/2015,TRUE,49738,68085,1,11.00%,44.661404,-84.714751,1,85,$68K,85,1,900,"$68,085.00 ",Tara Wang,6/30/2015,Maintenance,MOL Mobile,5/30/2015,$0.0M,1,3208.92
001i0000008rFvdAAE,Eu Sem LLC,Keyur Cruz,Gold,"1075 Country Ln Ste 100, Ishpeming, MI 49849-3402",Ishpeming,Midwest,Michigan,5/18/2013,TRUE,5/20/2013,Other Quarters,31,TRUE,Publishing,006i0000001vuQjAAI,Eu Sem LLC vuQjAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49849,6192,1,14.00%,46.501686,-87.680293,1,9,$6K,9,1,800,"$6,192.00 ",Eric Barnes,6/30/2015,Maintenance,MOL Premium,5/30/2015,$0.0M,1,13815.9
001i0000008rFveAAE,Phasellus Elit Pede Consulting,Keyur Cruz,Gold,"1844 M 119 Harbor-Petoskey Rd, Petoskey, MI 49770-9341",Petoskey,Midwest,Michigan,5/18/2013,TRUE,5/20/2013,Other Quarters,31,TRUE,Technology,006i0000001vuQkAAI,Phasellus Elit Pede Consulting vuQkAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49770,10296,1,1.00%,45.396795,-84.902881,1,13,$10K,13,1,800,"$10,296.00 ",Fred Jenkins,6/30/2015,Maintenance,MOL Premium,5/30/2015,$0.0M,1,444.6
001i0000008rFh2AAE,Colonial Movers,Fred Jenkins,Other,"2050 Hwy 4, Arnold, CA 95223",Arnold,West,California,5/18/2013,TRUE,5/18/2013,Other Quarters,31,TRUE,Business Services,006i0000001vuQ9AAI,Colonial Movers vuQ9AAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,95223,12160,1,20.00%,38.242386,-120.361603,1,19,$12K,19,1,800,"$12,160.00 ",Greg Powell,6/30/2015,Maintenance,MOL Premium,5/30/2015,$0.1M,1,52260
001i0000008rG5UAAU,Non PC,Keyur Cruz,Gold,"300 6th St, Calumet, MI 49913-1508",Calumet,Midwest,Michigan,5/20/2013,TRUE,5/22/2013,Other Quarters,31,TRUE,Financial Services,006i0000001vuRFAAY,Non PC vuRFAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Lost,5/30/2015,FALSE,49913,1456,1,9.00%,47.246483,-88.453537,1,2,$0K,2,0,800,$0.00 ,Jennifer Gonzales,6/30/2015,Maintenance,MOL Premium,5/30/2015,$0.0M,1,365.04
001i0000008rG5UAAU,Non PC,Keyur Cruz,Gold,"300 6th St, Calumet, MI 49913-1508",Calumet,Midwest,Michigan,5/20/2013,TRUE,8/28/2012,Other Quarters,31,TRUE,Financial Services,006i0000001vtptAAA,Non PC vtptAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49913,24640,1,23.00%,47.246483,-88.453537,1,40,$25K,40,1,800,"$24,640.00 ",Deepak Ramirez,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.0M,1,7356.6
001i0000008rFd9AAE,Et Foundation,Julie Owens,Gold,"381 Broadway, Saratoga Springs, NY 12866-3111",Saratoga Springs,Northeast,New York,5/20/2013,TRUE,5/15/2013,Other Quarters,31,TRUE,Communication,006i0000001vuPuAAI,Et Foundation vuPuAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,12866,6912,1,28.00%,43.080838,-73.785769,1,12,$7K,12,1,800,"$6,912.00 ",Dennis Watson,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.0M,1,3359.58
001i0000008rEqgAAE,Magnaj Innovation,Elissa Sanders,Gold,"274 Pagosa St, Pagosa Springs, CO 81147",Pagosa Springs,West,Colorado,5/21/2013,TRUE,5/13/2013,Other Quarters,31,TRUE,Oil & Gas,006i0000001vuPTAAY,Magnaj Innovation vuPTAAY  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,81147,441.6,1,8.00%,37.268787,-107.007492,1,4,$0K,0,1,120,$441.60 ,Elissa Sanders,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.0M,1,4939.86
001i0000008rCXuAAM,Lacinia At Incorporated,Julie Owens,Gold,"40 Park Dr, Hornell, NY 14843",Hornell,Northeast,New York,5/21/2013,TRUE,5/18/2013,Other Quarters,31,TRUE,Telecommunication,006i0000001vuQDAAY,Lacinia At Incorporated vuQDAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,14843,2336,1,27.00%,42.315999,-77.654895,1,4,$2K,4,1,800,"$2,336.00 ",Eric Barnes,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.0M,1,11739.86
001i0000008rG7iAAE,Pede Consulting,Joe Ford,Gold,"375 Buckwalter Place Blvd, Bluffton, SC 29910",Bluffton,Southeast,South Carolina,5/22/2013,TRUE,5/18/2013,Other Quarters,31,TRUE,Transportation,006i0000001vuQFAAY,Pede Consulting vuQFAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,29910,6408,1,11.00%,32.271817,-80.919973,1,9,$6K,9,1,800,"$6,408.00 ",Fred Jenkins,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.0M,1,496
001i0000008rCZ0AAM,Interdum Curabitur Dictum Inc.,Dennis Watson,Gold,"41 N State St, Westerville, OH 43081",Westerville,Midwest,Ohio,5/24/2013,TRUE,5/23/2013,Other Quarters,31,TRUE,Appliances,006i0000001vuRJAAY,Interdum Curabitur Dictum Inc. vuRJAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,43081,68704,1,24.00%,40.127006,-82.932009,1,113,$69K,113,1,800,"$68,704.00 ",Greg Long,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.0M,1,13823.2
001i0000008rDvGAAU,Integer Corp.,Keyur Cruz,Gold,"408 Shelden Ave, Houghton, MI 49931-2138",Houghton,Midwest,Michigan,5/25/2013,TRUE,5/27/2013,Other Quarters,31,TRUE,Technology,006i0000001vuRsAAI,Integer Corp. vuRsAAI  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,49931,206.4,1,14.00%,47.122047,-88.568762,1,2,$0K,0,1,120,$206.40 ,Greg Powell,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.0M,1,3919.32
001i0000008rFZlAAM,In Faucibus Consulting,Jason Washington,Gold,"3500 Emerson Ave, Parkersburg, WV 26104-1806",Parkersburg,Southeast,West Virginia,5/25/2013,TRUE,5/21/2013,Other Quarters,31,TRUE,Computer Hardware,006i0000001vuQsAAI,In Faucibus Consulting vuQsAAI  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,26104,1339.2,1,7.00%,39.287467,-81.532968,1,12,$1K,0,1,120,"$1,339.20 ",Jason Washington,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.0M,1,5799.7
001i0000008rFxXAAU,Gadgetron,Julie Owens,Gold,"1 Main St, Brockport, NY 14420",Brockport,Northeast,New York,5/26/2013,TRUE,5/20/2013,Other Quarters,31,TRUE,Distribution,006i0000001vuQbAAI,Gadgetron vuQbAAI  MOL Standard Maintenance,Maintenance,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,14420,1562.4,1,7.00%,43.216377,-77.937955,1,14,$2K,0,1,120,"$1,562.40 ",Jennifer Gonzales,6/30/2015,Maintenance,MOL Standard,5/30/2015,$0.1M,1,61076.54
